FREQ,TRACE,ACT_VDD,ACT_VPP,RD_VDD,RD_VPP,WR_VDD,WR_VPP,REIO_VDD,REIO_VPP,WRODT_VDD,WRODT_VPP,ACTSTBY_VDD,ACTSTBY_VPP,REF_VDD,REF_VPP
4800,602.0,29.650353053435122,3.2109923664122144,128.98976076409983,34.779264007675685,0.4931918763772,0.007951145342400002,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,620.0,84.43904891304351,9.144347826086959,67.90079918283904,18.30796341603408,30.609869663788807,0.4934864791296001,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,607.0,11.594615671641794,1.2556417910447764,93.00037371939074,25.075513988389446,4.308042339862801,0.0694534367376,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,623.0,48.552453125000014,5.258000000000001,130.4627015999437,35.176410245439364,0.35430248225064,0.00571199702688,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,621.0,12.904306478405315,1.3974750830564786,113.65381331834115,30.644261648850243,7.632621141295922,0.12305166192864003,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,628.0,26.97358506944445,2.9211111111111117,97.35380638808704,26.24932176373008,9.14427190201448,0.14742220710816004,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,605.0,58.85145833333334,6.373333333333335,90.90029224051074,24.509273011129444,0.35272865402544,0.00568662406848,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,603.0,6.886872783687943,0.7458156028368795,68.33820847659521,18.425901252470403,0.2548643839280001,0.004108874976000001,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,654.0,19.91895512820513,2.1571282051282057,88.95856109134722,23.985727732274402,21.62598879043064,0.34865006558688005,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
4800,619.0,13.256642491467579,1.4356313993174064,80.73545830665218,21.768548159128322,28.999940291784,0.46753150492800005,0.0,0.0,0.0,0.0,155.82512000000003,12.56976,2.029460304731355,0.09077044911251314
5200,602.0,34.99275900900901,3.7895495495495504,153.73785732025485,41.45204624027533,0.5878162471314468,0.00947666139576,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,620.0,99.59477564102566,10.785641025641027,78.44207578982254,21.150187790437684,35.36190652577917,0.57009791085,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,607.0,11.806067629179333,1.2785410334346508,108.66780870229861,29.299894701756124,5.033802514674266,0.08115400381920002,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,623.0,54.706989436619736,5.924507042253523,155.56748848968567,41.94536621467765,0.42248043137300006,0.006811148915999999,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,621.0,13.971928956834534,1.5130935251798563,134.9643615211244,36.39018425311308,9.063768453473068,0.14612434586880002,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,628.0,30.826954365079374,3.338412698412699,114.85317878585411,30.967644280070164,10.78795727197188,0.17392138906896,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,605.0,68.14379385964914,7.3796491228070185,106.68735578043022,28.765908944930043,0.41398883171646006,0.00667424896632,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,603.0,7.943141615541923,0.8602044989775053,78.63111465226923,21.201157979589116,0.29325135008502673,0.00472774232112,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,654.0,22.714597953216376,2.4598830409356727,104.94052674525611,28.294914752594877,25.51123390983501,0.41128724619528,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5200,619.0,15.055024224806203,1.630387596899225,94.78796429418509,25.557498637171804,34.04755932155578,0.5489082559677599,0.0,0.0,0.0,0.0,168.8105466666667,13.617239999999999,2.029460304731355,0.09077044911251314
5600,602.0,40.88627631578948,4.427789473684212,183.38250158966378,49.445075325312246,0.7011623794611334,0.011304006117600001,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,620.0,110.97703571428575,12.018285714285716,88.9992223615264,23.9966911532628,40.12109764183547,0.6468246820896001,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,607.0,11.95137307692308,1.2942769230769233,125.76497866031382,33.90977213878296,5.8257922325823746,0.09392231095968001,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,623.0,65.83383474576272,7.129491525423729,186.1740893536011,50.1977658277788,0.5055997985058533,0.00815118349584,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,621.0,15.352554347826091,1.6626086956521742,160.24780145151828,43.20731010211392,10.761721937869467,0.1734984280176,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,628.0,34.6803236607143,3.7557142857142867,134.77245541940695,36.3384409756872,12.658940008084627,0.20408501580431998,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,605.0,79.2693112244898,8.584489795918369,123.07359071214596,33.18409832217984,0.47757362683697324,0.00769935090288,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,603.0,8.847827448747156,0.9581776765375856,88.87745222307544,23.96385850229617,0.3314647458963867,0.0053438113982399995,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,654.0,26.24456925675676,2.8421621621621624,123.19326375466883,33.21636553715761,29.94850746580822,0.4828241239449601,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
5600,619.0,16.961555676855898,1.836855895196507,110.71438030756696,29.851707913507205,39.76828125588985,0.64113664362384,0.0,0.0,0.0,0.0,181.79597333333336,14.66472,2.029460304731355,0.09077044911251314
6400,602.0,49.79738782051283,5.392820512820514,234.88202515101872,63.330793971503994,0.8980707153510401,0.01447852474368,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,620.0,133.93780172413796,14.504827586206899,107.84955097986901,29.079269427423363,48.618878259048536,0.7838242800384001,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,607.0,12.291760284810128,1.3311392405063294,156.04414905283076,42.07388729626945,7.228409852015147,0.11653504463615999,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,623.0,84.43904891304351,9.144347826086959,238.69028105518936,64.35760677211199,0.6482200083169067,0.01045047931008,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,621.0,17.496379504504507,1.8947747747747752,204.7372748123836,55.20292223763647,13.749490583669866,0.2216666641344,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,628.0,42.219524456521754,4.572173913043479,170.9171704185839,46.08407177608512,16.05394964603584,0.25881871350528,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,605.0,97.10490625000003,10.516000000000002,152.05451818700124,40.99817070951169,0.5900310604331733,0.00951236819328,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,603.0,10.880101540616247,1.178263305322129,107.9950143526895,29.118490440136323,0.40276280297792005,0.006493265072640001,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,654.0,32.100795454545455,3.476363636363637,155.9254318372045,42.04187779908097,37.90575742880491,0.6111093898060801,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
6400,619.0,20.771102941176473,2.249411764705883,139.52529407269378,37.61993982745153,50.11707718803222,0.8079779573529602,0.0,0.0,0.0,0.0,207.7668266666667,16.75968,2.029460304731355,0.09077044911251314
